333
79.9052768	6.8914832
79.9118862	6.8692875
79.9552168	6.8709904
79.9405061	6.8786172
79.8889658	6.8986824
79.9137721	6.8886215
79.8888149	6.8695363
79.9429291	6.8514221
79.9014713	6.8926514
79.8961905	6.9056112
79.9234678	6.8693785
79.9514464	6.9123126
79.9066763	6.9113627
79.8930178	6.9120893
79.9109781	6.88413
79.924918	6.8905834
79.9052768	6.8914832
79.9400587	6.9131886
79.9497907	6.8684859
79.9823061	6.9074712
79.9218113	6.9065079
79.9446302	6.8604633
79.9496497	6.8368364
79.9763391	6.8680236
79.8930178	6.9120893
79.8723001	6.924976
79.9192702	6.8822478
79.8805137	6.8856918
79.9476842	6.8574971
79.8873565	6.9145356
79.9610523	6.8376496
79.9643353	6.8925906
79.8889658	6.8986824
79.9061341	6.8850965
79.9657934	6.8979067
79.9088097	6.892845
79.9082071	6.8786373
79.8762473	6.9077417
79.9687705	6.9086004
79.8723579	6.9044794
79.9084817	6.9091336
79.9737423	6.9172539
79.9317302	6.9168782
79.9057806	6.8692266
79.9374363	6.8332944
79.9057556	6.8726287
79.9522953	6.8809824
79.9468485	6.8450402
79.9790412	6.9120852
79.9487877	6.866164
79.9097824	6.869407
79.9389227	6.9117371
79.9150724	6.8665559
79.9387843	6.8862799
79.8805137	6.8856918
79.8986245	6.9051869
79.9331963	6.8307049
79.9435138	6.8664339
79.9008074	6.8792756
79.8974601	6.9056575
79.9455466	6.8795729
79.9490435	6.9095109
79.9194189	6.8646667
79.9751634	6.8520817
79.8774066	6.9012314
79.9581664	6.8435174
79.886509	6.8819489
79.9766195	6.8387546
79.9394225	6.8947709
79.9512139	6.846609
79.9612576	6.8993325
79.9052768	6.8808992
79.9526228	6.9162617
79.923998	6.9070971
79.894914	6.879734
79.9662669	6.9087422
79.9433694	6.8565968
79.9047227	6.8695218
79.9300697	6.8916163
79.932618	6.8479399
79.9197368	6.8791133
79.9052768	6.8808992
79.8828828	6.9121796
79.9766195	6.8387546
79.9212911	6.8762538
79.9961936	6.9344434
79.9417713	6.8579582
79.8890945	6.9158371
79.9107704	6.8858725
79.9696277	6.8743192
79.9433694	6.8565968
79.9251132	6.9052125
79.9160174	6.8791518
79.972421	6.8606
79.8973483	6.8672099
79.9596273	6.8382062
79.9093477	6.8785535
79.944071	6.8382446
79.9579543	6.8702393
79.9999849	6.8302816
79.9192662	6.8678481
79.9731665	6.8996771
79.9677494	6.905272
79.8786273	6.9380045
79.9277249	6.9099576
79.882114	6.9285493
79.8942538	6.9094108
79.90878	6.8969877
79.9109781	6.88413
79.9626641	6.9153099
79.9052768	6.8914832
79.8930178	6.9120893
79.9794097	6.849112
79.9531952	6.8833367
79.8872419	6.8978839
79.8947861	6.9056358
79.9018798	6.8738241
79.9635696	6.8304435
79.9037207	6.8833911
79.9286027	6.9041242
79.8930178	6.9120893
79.8893348	6.8963752
79.9806592	6.9125665
79.9208324	6.9165531
79.9431184	6.8923897
79.8941257	6.8697819
79.9192662	6.8678481
79.8997663	6.8730937
79.939317	6.8958937
79.9090871	6.8914991
79.944071	6.8382446
79.9776114	6.9172994
79.9710637	6.9137229
79.8804958	6.9321002
79.944071	6.8382446
79.9859635	6.847507
79.9433926	6.8737011
79.9218113	6.9065079
79.9701764	6.8925583
79.882276	6.9228733
79.9468979	6.8708905
79.9717522	6.9000623
79.8942538	6.9094108
79.9218527	6.8701544
79.9286027	6.9041242
79.9141536	6.8700991
79.9086714	6.8973803
79.9729568	6.8384751
79.9011659	6.8918095
79.9150724	6.9062472
79.9458911	6.8442161
79.9446302	6.8604633
79.9082071	6.8786373
79.9842403	6.8576836
79.9455527	6.8881582
79.9222869	6.8979941
79.9925333	6.8418356
79.9433926	6.8737011
79.9475195	6.8802494
79.9454259	6.8517
79.9114152	6.8706645
79.9088097	6.892845
79.9360191	6.8410012
79.949696	6.8804125
79.9525946	6.9160752
79.8871277	6.9065768
79.898721	6.8714063
79.857596	6.8962237
79.9017254	6.9051931
79.944071	6.8382446
	
